date,goods_no,sell_num
2026-09-27,168648560,390
2026-09-27,168654454,3612
2026-09-27,168841427,444
2026-09-27,169350533,246
2026-09-27,169641363,660
2026-09-27,170430984,594
2026-09-27,170473491,1938
2026-09-27,171542281,7902
2026-09-27,171567191,1518
2026-09-27,171651782,378
2026-09-27,172551312,240
2026-09-27,174304314,852
2026-09-27,175122641,1098
2026-09-27,175133788,3588
2026-09-27,175226781,918
2026-09-27,175523653,1170
2026-09-27,175863613,1575
2026-09-27,176025748,1212
2026-09-27,176921133,222
2026-09-27,176955803,162
2026-09-27,176990624,1692
2026-09-27,177059661,480
2026-09-27,177077802,1710
2026-09-27,177114666,2076
2026-09-27,177127585,270
2026-09-27,177702125,444
2026-09-27,177808924,3378
2026-09-27,178374437,816
2026-09-27,178420804,24
2026-09-27,178728314,1446
2026-09-27,179716972,2064
2026-09-27,179740114,312
2026-09-27,180335619,2388
2026-09-27,180386716,1242
2026-09-27,180391041,180
2026-09-27,180484161,840
2026-09-27,180485366,2037
2026-09-27,180491274,408
2026-09-27,180511619,60
2026-09-27,180515096,864
2026-09-27,182116268,2379
2026-09-27,182134623,6156
2026-09-27,182758744,588
2026-09-27,182813489,978
2026-09-27,182941872,24
2026-09-27,183545796,8367
2026-09-27,183572891,1164
2026-09-27,183651449,1716
2026-09-27,183714326,870
2026-09-27,183753179,759
2026-09-27,183754093,870
2026-09-27,184283938,588
2026-09-27,184394552,120
2026-09-27,184402617,882
2026-09-27,185714339,3408
2026-09-27,185721925,900
2026-09-27,185862675,252
2026-09-27,186676951,720
2026-09-27,186711413,120
2026-09-27,187039263,2256
2026-09-27,187041402,24
2026-09-27,187050404,930
2026-09-27,187166773,330
2026-09-27,187313988,660
2026-09-27,187572169,762
2026-09-27,187645465,318
2026-09-27,187927629,5316
2026-09-27,188014931,414
2026-09-27,188189600,984
2026-09-27,188601300,1632
2026-09-27,189030113,228
2026-09-27,189037004,2361
2026-09-27,189205584,708
2026-09-27,189211422,15711
2026-09-27,189257260,1236
2026-09-27,189379748,336
2026-09-27,189404662,180
2026-09-27,189428579,138
2026-09-27,189438793,492
2026-09-27,189445450,1182
2026-09-27,189445841,36
2026-09-27,189477317,672
2026-09-27,189508675,426
2026-09-27,189521546,1272
2026-09-27,189522258,390
2026-09-27,189531001,8355
2026-09-27,189590860,504
2026-09-27,189610283,912
2026-09-27,189634812,7908
2026-09-27,189674360,3516
2026-09-27,189829859,294
2026-09-27,189850864,1074
2026-09-27,189857110,1734
2026-09-27,190211456,492
2026-09-27,190278099,1344
2026-09-27,190852162,1194
2026-09-27,190877794,294
2026-09-27,190981880,354
2026-09-27,190997764,744
2026-09-27,191005623,726
2026-09-27,191211795,2334
2026-09-27,191303626,204
2026-09-27,191479561,48
2026-09-27,191481932,3759
2026-09-27,191506324,2640
2026-09-27,191507359,2292
2026-09-27,191534262,120
2026-09-27,191700749,4512
2026-09-27,191852111,456
2026-09-27,191852992,672
2026-09-27,191890082,1242
2026-09-27,192021270,216
2026-09-27,192038123,216
2026-09-27,192047818,1518
2026-09-27,192123866,312
2026-09-27,192139754,906
2026-09-27,192148896,37146
2026-09-27,192164452,1362
2026-09-27,192285191,126
2026-09-27,192470678,1152
2026-09-27,192564687,2169
2026-09-27,192564690,1152
2026-09-27,192566622,684
2026-09-27,192666096,429
2026-09-27,192687431,12
2026-09-27,192877325,23172
2026-09-27,192974931,48
2026-09-27,193050689,978
2026-09-27,193058538,492
2026-09-27,193157707,858
2026-09-27,193184189,1080
2026-09-27,193465618,390
2026-09-27,193466964,576
2026-09-27,193583379,1554
2026-09-27,193588890,540
2026-09-27,193592364,480
2026-09-27,193808287,288
2026-09-27,193816812,390
2026-09-27,193847679,270
2026-09-27,193850555,702
2026-09-27,193852769,2304
2026-09-27,193852891,6981
2026-09-27,193853503,102
2026-09-27,193918984,162
2026-09-27,193988162,204
2026-09-27,194188912,4209
2026-09-27,194189421,3378
2026-09-27,194190603,306
2026-09-27,194254800,1935
2026-09-27,194315477,1902
2026-09-27,194350050,3123
2026-09-27,194368478,588
2026-09-27,194490137,66
2026-09-27,194490698,654
2026-09-27,194491867,3231
2026-09-27,194502134,228
2026-09-27,194502817,1884
2026-09-27,194513646,7230
2026-09-27,194523745,366
2026-09-27,194591330,486
2026-09-27,194601369,813
2026-09-27,194606659,1038
2026-09-27,194643187,1125
2026-09-27,194751433,438
2026-09-27,194820568,3534
2026-09-27,194890597,1509
2026-09-27,194907391,3213
2026-09-27,194907757,717
2026-09-27,194919963,1134
2026-09-27,195027158,1821
2026-09-27,195027162,5766
2026-09-27,195027680,798
2026-09-27,195030345,1278
2026-09-27,195042550,9081
2026-09-27,195075733,585
2026-09-27,195075984,864
2026-09-27,195093975,120
2026-09-27,195125344,666
2026-09-27,195137581,2484
2026-09-27,195141280,2916
2026-09-27,195212300,306
2026-09-27,195217540,252
2026-09-27,195220905,294
2026-09-27,195234494,168
2026-09-27,195235902,516
2026-09-27,195238254,1182
2026-09-27,195254242,903
2026-09-27,195257074,1344
2026-09-27,195265923,6126
2026-09-27,195277760,741
2026-09-27,195413173,618
2026-09-27,195413175,3396
2026-09-27,195413176,1863
2026-09-27,195414502,474
2026-09-27,195436652,2802
2026-09-27,195440647,1080
2026-09-27,195475095,912
2026-09-27,195475100,1182
2026-09-27,195475102,1326
2026-09-27,195479527,1356
2026-09-27,195593367,2778
2026-09-27,195612765,5619
2026-09-27,195614571,84
2026-09-27,195775257,1824
2026-09-27,195776621,1611
2026-09-27,195811384,1194
2026-09-27,195827616,1062
2026-09-27,195827803,1524
2026-09-27,195828801,1389
2026-09-27,195832463,2946
2026-09-27,195853109,948
2026-09-27,195856718,567
2026-09-27,195959641,6180
2026-09-27,196013239,1635
2026-09-27,196016066,330
2026-09-27,196019732,1020
2026-09-27,196020146,5046
2026-09-27,196106713,1002
2026-09-27,196106714,4662
2026-09-27,196113383,1350
2026-09-27,196118220,3603
2026-09-27,196123705,612
2026-09-27,196209093,1158
2026-09-27,196263351,3618
2026-09-27,196266161,648
2026-09-27,196285732,162
2026-09-27,196319354,432
2026-09-27,196345627,1668
2026-09-27,196353226,492
2026-09-27,196359755,1641
2026-09-27,196487132,42
2026-09-27,196504323,102
2026-09-27,196512169,1050
2026-09-27,196521682,1968
2026-09-27,196551222,7833
2026-09-27,196557581,822
2026-09-27,196557823,222
2026-09-27,196560014,84
2026-09-27,196628574,1290
2026-09-27,196634675,102
2026-09-27,196670694,696
2026-09-27,196679322,708
2026-09-27,196681594,180
2026-09-27,196696319,282
2026-09-27,196726844,120
2026-09-27,196783010,1320
2026-09-27,196789645,60
2026-09-27,196815992,180
2026-09-27,196815993,60
2026-09-27,196825790,420
2026-09-27,196826852,420
2026-09-27,196898651,60
2026-09-27,196903954,120
2026-09-27,196903957,120
